-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 12/31/2022 
Location: Latitude  54.5   Longitude -7.5 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 126.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M     MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,T2M
2021,1,5,15,0.68
2021,1,5,16,-0.41
2021,1,5,17,-0.67
2021,1,5,18,-0.9
2021,1,5,19,-1.07
2021,1,5,20,-0.79
2021,1,5,21,-0.38
2021,1,5,22,-0.39
2021,1,5,23,-0.61
2021,1,6,0,-0.68
2021,1,6,1,-0.58
2021,1,6,2,-0.17
2021,1,6,3,-0.3
2021,1,6,4,-0.36
2021,1,6,5,-0.17
2021,1,6,6,-0.03
2021,1,6,7,0.01
2021,1,6,8,0.01
2021,1,6,9,0.3
2021,1,6,10,0.88
2021,1,6,11,1.51
2021,1,6,12,1.73
2021,1,6,13,1.55
2021,1,6,14,1.0
2021,1,6,15,0.43
2021,1,6,16,0.16
2021,1,6,17,0.21
2021,1,6,18,0.26
2021,1,6,19,0.29
2021,1,6,20,0.33
2021,1,6,21,0.37
2021,1,6,22,0.44
2021,1,6,23,0.55
2021,1,7,0,0.7
2021,1,7,1,0.84
2021,1,7,2,1.01
2021,1,7,3,1.08
2021,1,7,4,1.26
2021,1,7,5,1.19
2021,1,7,6,0.48
2021,1,7,7,0.21
2021,1,7,8,0.48
2021,1,7,9,1.32
2021,1,7,10,2.31
2021,1,7,11,2.75
2021,1,7,12,2.96
2021,1,7,13,2.92
2021,1,7,14,2.44
2021,1,7,15,1.47
2021,1,7,16,0.73
2021,1,7,17,0.76
2021,1,7,18,1.26
2021,1,7,19,1.96
2021,1,7,20,2.08
2021,1,7,21,1.75
2021,1,7,22,1.06
2021,1,7,23,0.55
2021,1,8,0,0.12
2021,1,8,1,0.1
2021,1,8,2,0.16
2021,1,8,3,0.01
2021,1,8,4,-0.13
2021,1,8,5,-0.23
2021,1,8,6,-0.44
2021,1,8,7,-0.62
2021,1,8,8,-0.72
2021,1,8,9,-0.29
2021,1,8,10,0.59
2021,1,8,11,1.3
2021,1,8,12,1.77
2021,1,8,13,1.9
2021,1,8,14,1.3
2021,1,8,15,-0.01
2021,1,8,16,-0.93
2021,1,8,17,-1.09
2021,1,8,18,-1.11
2021,1,8,19,-1.09
2021,1,8,20,-0.86
2021,1,8,21,-0.48
2021,1,8,22,0.01
2021,1,8,23,0.28
2021,1,9,0,0.23
2021,1,9,1,-0.27
2021,1,9,2,-0.8
2021,1,9,3,-1.03
2021,1,9,4,-0.99
2021,1,9,5,-0.87
2021,1,9,6,-0.7
2021,1,9,7,-0.75
2021,1,9,8,-0.85
2021,1,9,9,-0.59
2021,1,9,10,0.13
2021,1,9,11,0.71
2021,1,9,12,1.23
2021,1,9,13,1.48
2021,1,9,14,1.65
2021,1,9,15,1.79
2021,1,9,16,1.75
2021,1,9,17,1.82
2021,1,9,18,2.1
2021,1,9,19,2.42
2021,1,9,20,2.62
2021,1,9,21,2.69
2021,1,9,22,2.84
2021,1,9,23,2.98
2021,1,10,0,3.05
2021,1,10,1,3.08
2021,1,10,2,3.08
2021,1,10,3,3.0
2021,1,10,4,3.01
2021,1,10,5,3.05
2021,1,10,6,3.12
2021,1,10,7,3.14
2021,1,10,8,3.33
2021,1,10,9,3.57
2021,1,10,10,4.05
2021,1,10,11,4.59
2021,1,10,12,4.9
2021,1,10,13,5.06
2021,1,10,14,4.9
2021,1,10,15,4.73
2021,1,10,16,4.38
2021,1,10,17,4.45
2021,1,10,18,4.58
2021,1,10,19,4.51
2021,1,10,20,4.9
2021,1,10,21,4.91
2021,1,10,22,4.9
2021,1,10,23,5.56
2021,1,11,0,6.0
2021,1,11,1,6.26
2021,1,11,2,6.48
2021,1,11,3,6.54
2021,1,11,4,6.54
2021,1,11,5,6.64
2021,1,11,6,6.9
2021,1,11,7,7.19
2021,1,11,8,7.48
2021,1,11,9,7.81
2021,1,11,10,8.18
2021,1,11,11,8.53
2021,1,11,12,8.7
2021,1,11,13,8.44
2021,1,11,14,8.05
2021,1,11,15,7.73
2021,1,11,16,7.48
2021,1,11,17,7.33
2021,1,11,18,7.26
2021,1,11,19,7.19
2021,1,11,20,7.07
2021,1,11,21,6.84
2021,1,11,22,6.5
2021,1,11,23,5.94
2021,1,12,0,5.51
2021,1,12,1,5.01
2021,1,12,2,4.4
2021,1,12,3,3.76
2021,1,12,4,3.1
2021,1,12,5,2.35
2021,1,12,6,1.49
2021,1,12,7,0.87
2021,1,12,8,0.63
2021,1,12,9,1.12
2021,1,12,10,1.9
2021,1,12,11,2.65
2021,1,12,12,3.0
2021,1,12,13,2.79
2021,1,12,14,2.33
2021,1,12,15,1.87
2021,1,12,16,1.55
2021,1,12,17,1.55
2021,1,12,18,1.53
2021,1,12,19,1.7
2021,1,12,20,1.92
2021,1,12,21,2.22
2021,1,12,22,2.44
2021,1,12,23,2.61
2021,1,13,0,2.92
2021,1,13,1,3.36
2021,1,13,2,3.99
2021,1,13,3,5.14
2021,1,13,4,5.99
2021,1,13,5,6.71
2021,1,13,6,7.41
2021,1,13,7,7.91
2021,1,13,8,7.76
2021,1,13,9,8.21
2021,1,13,10,8.87
2021,1,13,11,9.26
2021,1,13,12,9.46
2021,1,13,13,9.51
2021,1,13,14,9.53
2021,1,13,15,9.41
2021,1,13,16,9.2
2021,1,13,17,9.19
2021,1,13,18,9.14
2021,1,13,19,8.91
2021,1,13,20,8.7
2021,1,13,21,8.62
2021,1,13,22,8.43
2021,1,13,23,8.07
2021,1,14,0,7.69
2021,1,14,1,7.38
2021,1,14,2,7.17
2021,1,14,3,6.97
2021,1,14,4,6.65
2021,1,14,5,6.43
2021,1,14,6,6.17
2021,1,14,7,5.9
2021,1,14,8,5.63
2021,1,14,9,5.61
2021,1,14,10,6.19
2021,1,14,11,6.69
2021,1,14,12,6.94
2021,1,14,13,6.97
2021,1,14,14,6.67
2021,1,14,15,5.88
2021,1,14,16,4.96
2021,1,14,17,4.55
2021,1,14,18,3.96
2021,1,14,19,3.4
2021,1,14,20,3.05
2021,1,14,21,3.02
2021,1,14,22,3.46
2021,1,14,23,3.9
2021,1,15,0,3.87
2021,1,15,1,2.87
2021,1,15,2,2.27
2021,1,15,3,1.58
2021,1,15,4,0.91
2021,1,15,5,1.55
2021,1,15,6,1.95
2021,1,15,7,1.68
2021,1,15,8,1.62
2021,1,15,9,1.7
2021,1,15,10,2.21
2021,1,15,11,2.9
2021,1,15,12,3.51
2021,1,15,13,4.0
2021,1,15,14,4.27
2021,1,15,15,4.42
2021,1,15,16,4.62
2021,1,15,17,4.85
2021,1,15,18,5.05
2021,1,15,19,5.26
2021,1,15,20,5.44
2021,1,15,21,5.62
2021,1,15,22,6.08
2021,1,15,23,6.8
2021,1,16,0,7.48
2021,1,16,1,7.89
2021,1,16,2,7.9
2021,1,16,3,7.19
2021,1,16,4,6.43
2021,1,16,5,6.23
2021,1,16,6,6.55
2021,1,16,7,6.69
2021,1,16,8,6.45
2021,1,16,9,6.29
2021,1,16,10,6.23
2021,1,16,11,6.23
2021,1,16,12,6.15
2021,1,16,13,6.09
2021,1,16,14,5.9
2021,1,16,15,5.5
2021,1,16,16,5.01
2021,1,16,17,4.59
2021,1,16,18,4.33
2021,1,16,19,4.23
2021,1,16,20,4.17
2021,1,16,21,4.21
2021,1,16,22,4.3
2021,1,16,23,4.29
2021,1,17,0,4.23
2021,1,17,1,4.11
2021,1,17,2,3.83
2021,1,17,3,3.58
2021,1,17,4,3.34
2021,1,17,5,3.12
2021,1,17,6,3.11
2021,1,17,7,3.16
2021,1,17,8,3.57
2021,1,17,9,4.28
2021,1,17,10,4.84
2021,1,17,11,5.12
2021,1,17,12,5.27
2021,1,17,13,5.32
2021,1,17,14,5.33
2021,1,17,15,5.31
2021,1,17,16,5.04
2021,1,17,17,4.56
2021,1,17,18,4.09
2021,1,17,19,3.77
2021,1,17,20,3.58
2021,1,17,21,3.59
2021,1,17,22,3.72
2021,1,17,23,3.98
2021,1,18,0,4.19
2021,1,18,1,4.58
2021,1,18,2,4.81
2021,1,18,3,4.82
2021,1,18,4,4.65
2021,1,18,5,4.45
2021,1,18,6,4.21
2021,1,18,7,3.89
2021,1,18,8,3.6
2021,1,18,9,3.78
2021,1,18,10,4.22
2021,1,18,11,4.62
2021,1,18,12,4.9
2021,1,18,13,4.96
2021,1,18,14,4.85
2021,1,18,15,4.65
2021,1,18,16,4.3
2021,1,18,17,3.98
2021,1,18,18,3.77
2021,1,18,19,3.78
2021,1,18,20,3.83
2021,1,18,21,3.9
2021,1,18,22,4.01
2021,1,18,23,4.13
2021,1,19,0,4.37
2021,1,19,1,4.59
2021,1,19,2,4.77
2021,1,19,3,5.02
2021,1,19,4,5.01
2021,1,19,5,4.53
2021,1,19,6,4.28
2021,1,19,7,4.06
2021,1,19,8,3.7
2021,1,19,9,3.51
2021,1,19,10,3.64
2021,1,19,11,3.76
2021,1,19,12,3.7
2021,1,19,13,3.62
2021,1,19,14,3.5
2021,1,19,15,3.23
2021,1,19,16,2.76
2021,1,19,17,2.22
2021,1,19,18,1.73
2021,1,19,19,1.45
2021,1,19,20,1.28
2021,1,19,21,1.15
2021,1,19,22,1.13
2021,1,19,23,1.13
2021,1,20,0,1.23
2021,1,20,1,1.35
2021,1,20,2,1.42
2021,1,20,3,1.58
2021,1,20,4,1.49
2021,1,20,5,1.28
2021,1,20,6,1.05
2021,1,20,7,0.8
2021,1,20,8,0.49
2021,1,20,9,1.01
2021,1,20,10,2.4
2021,1,20,11,3.25
2021,1,20,12,3.51
2021,1,20,13,3.55
2021,1,20,14,3.31
2021,1,20,15,2.64
2021,1,20,16,1.51
2021,1,20,17,1.08
2021,1,20,18,0.94
2021,1,20,19,0.95
2021,1,20,20,0.87
2021,1,20,21,1.01
2021,1,20,22,1.36
2021,1,20,23,1.63
2021,1,21,0,1.75
2021,1,21,1,1.94
2021,1,21,2,2.23
2021,1,21,3,2.38
2021,1,21,4,2.48
2021,1,21,5,2.65
2021,1,21,6,2.79
2021,1,21,7,2.84
2021,1,21,8,2.84
2021,1,21,9,3.09
2021,1,21,10,3.76
2021,1,21,11,4.49
2021,1,21,12,5.03
2021,1,21,13,5.12
2021,1,21,14,4.76
2021,1,21,15,4.01
2021,1,21,16,2.96
2021,1,21,17,2.36
2021,1,21,18,1.92
2021,1,21,19,1.57
2021,1,21,20,1.36
2021,1,21,21,1.35
2021,1,21,22,1.23
2021,1,21,23,1.19
2021,1,22,0,1.1
2021,1,22,1,0.87
2021,1,22,2,0.59
2021,1,22,3,0.39
2021,1,22,4,0.38
2021,1,22,5,0.33
2021,1,22,6,0.26
2021,1,22,7,0.18
2021,1,22,8,0.11
2021,1,22,9,1.01
2021,1,22,10,2.11
2021,1,22,11,2.83
2021,1,22,12,3.25
2021,1,22,13,3.31
2021,1,22,14,3.12
2021,1,22,15,2.51
2021,1,22,16,1.33
2021,1,22,17,0.85
2021,1,22,18,0.54
2021,1,22,19,0.13
2021,1,22,20,-0.2
2021,1,22,21,-0.52
2021,1,22,22,-0.69
2021,1,22,23,-0.71
2021,1,23,0,-0.7
2021,1,23,1,-0.62
2021,1,23,2,-0.56
2021,1,23,3,-0.58
2021,1,23,4,-0.6
2021,1,23,5,-0.51
2021,1,23,6,-0.26
2021,1,23,7,-0.14
2021,1,23,8,-0.18
2021,1,23,9,0.55
2021,1,23,10,1.69
2021,1,23,11,2.45
2021,1,23,12,2.69
2021,1,23,13,2.46
2021,1,23,14,1.73
2021,1,23,15,0.62
2021,1,23,16,-0.35
2021,1,23,17,-0.66
2021,1,23,18,-0.82
2021,1,23,19,-0.7
2021,1,23,20,-0.58
2021,1,23,21,-0.31
2021,1,23,22,-0.21
2021,1,23,23,-0.16
2021,1,24,0,-0.18
2021,1,24,1,-0.27
2021,1,24,2,-0.37
2021,1,24,3,-0.48
2021,1,24,4,-0.54
2021,1,24,5,-0.56
2021,1,24,6,-0.56
2021,1,24,7,-0.72
2021,1,24,8,-0.92
2021,1,24,9,-0.45
2021,1,24,10,0.49
2021,1,24,11,1.03
2021,1,24,12,1.4
2021,1,24,13,1.55
2021,1,24,14,1.34
2021,1,24,15,0.17
2021,1,24,16,-1.88
2021,1,24,17,-2.62
2021,1,24,18,-2.79
2021,1,24,19,-2.8
2021,1,24,20,-2.67
2021,1,24,21,-2.43
2021,1,24,22,-2.1
2021,1,24,23,-1.79
2021,1,25,0,-1.58
2021,1,25,1,-1.42
2021,1,25,2,-1.3
2021,1,25,3,-1.37
2021,1,25,4,-1.63
2021,1,25,5,-1.88
2021,1,25,6,-2.0
2021,1,25,7,-1.95
2021,1,25,8,-1.7
2021,1,25,9,-0.08
2021,1,25,10,1.12
2021,1,25,11,1.62
2021,1,25,12,1.97
2021,1,25,13,2.09
2021,1,25,14,1.91
2021,1,25,15,1.34
2021,1,25,16,0.38
2021,1,25,17,0.26
2021,1,25,18,0.61
2021,1,25,19,0.85
2021,1,25,20,0.81
2021,1,25,21,0.67
2021,1,25,22,0.5
2021,1,25,23,0.26
2021,1,26,0,0.11
2021,1,26,1,0.19
2021,1,26,2,0.37
2021,1,26,3,0.54
2021,1,26,4,0.69
2021,1,26,5,0.84
2021,1,26,6,0.98
2021,1,26,7,1.12
2021,1,26,8,1.37
2021,1,26,9,1.73
2021,1,26,10,2.11
2021,1,26,11,2.32
2021,1,26,12,2.62
2021,1,26,13,3.49
2021,1,26,14,4.98
2021,1,26,15,6.25
2021,1,26,16,6.24
2021,1,26,17,6.26
2021,1,26,18,6.19
2021,1,26,19,6.1
2021,1,26,20,5.98
2021,1,26,21,6.22
2021,1,26,22,6.3
2021,1,26,23,6.15
2021,1,27,0,5.62
2021,1,27,1,5.4
2021,1,27,2,5.44
2021,1,27,3,5.05
2021,1,27,4,4.8
2021,1,27,5,4.73
2021,1,27,6,4.66
2021,1,27,7,4.72
2021,1,27,8,4.95
2021,1,27,9,5.55
2021,1,27,10,6.2
2021,1,27,11,6.69
2021,1,27,12,7.01
2021,1,27,13,6.91
2021,1,27,14,6.5
2021,1,27,15,6.13
2021,1,27,16,5.93
2021,1,27,17,5.99
2021,1,27,18,5.91
2021,1,27,19,5.82
2021,1,27,20,5.79
2021,1,27,21,5.82
2021,1,27,22,5.86
2021,1,27,23,5.97
2021,1,28,0,6.25
2021,1,28,1,6.37
2021,1,28,2,6.55
2021,1,28,3,6.96
2021,1,28,4,7.28
2021,1,28,5,7.69
2021,1,28,6,8.13
2021,1,28,7,7.92
2021,1,28,8,7.83
2021,1,28,9,7.93
2021,1,28,10,8.35
2021,1,28,11,8.76
2021,1,28,12,8.86
2021,1,28,13,8.71
2021,1,28,14,8.61
2021,1,28,15,8.56
2021,1,28,16,8.48
2021,1,28,17,8.37
2021,1,28,18,8.78
2021,1,28,19,8.94
2021,1,28,20,8.23
2021,1,28,21,7.41
2021,1,28,22,7.0
2021,1,28,23,6.9
2021,1,29,0,6.85
2021,1,29,1,6.79
2021,1,29,2,6.66
2021,1,29,3,6.57
2021,1,29,4,6.6
2021,1,29,5,6.76
2021,1,29,6,6.91
2021,1,29,7,6.73
2021,1,29,8,6.44
2021,1,29,9,6.28
2021,1,29,10,6.29
2021,1,29,11,6.3
2021,1,29,12,6.22
2021,1,29,13,6.12
2021,1,29,14,5.96
2021,1,29,15,5.51
2021,1,29,16,4.7
2021,1,29,17,4.39
2021,1,29,18,4.31
2021,1,29,19,4.23
2021,1,29,20,4.03
2021,1,29,21,3.8
2021,1,29,22,3.71
2021,1,29,23,3.67
2021,1,30,0,3.62
2021,1,30,1,3.53
2021,1,30,2,3.4
2021,1,30,3,3.28
2021,1,30,4,3.08
2021,1,30,5,2.79
2021,1,30,6,2.44
2021,1,30,7,2.16
2021,1,30,8,1.99
2021,1,30,9,1.98
2021,1,30,10,2.08
2021,1,30,11,2.3
2021,1,30,12,2.6
2021,1,30,13,2.83
2021,1,30,14,2.81
2021,1,30,15,2.48
2021,1,30,16,1.9
2021,1,30,17,1.39
2021,1,30,18,0.98
2021,1,30,19,0.55
2021,1,30,20,0.18
2021,1,30,21,0.03
2021,1,30,22,-0.04
2021,1,30,23,-0.04
2021,1,31,0,-0.1
2021,1,31,1,-0.31
2021,1,31,2,-0.37
2021,1,31,3,-0.16
2021,1,31,4,0.37
2021,1,31,5,0.77
2021,1,31,6,0.76
2021,1,31,7,0.49
2021,1,31,8,0.5
2021,1,31,9,0.59
2021,1,31,10,0.73
2021,1,31,11,0.93
2021,1,31,12,1.15
2021,1,31,13,1.41
2021,1,31,14,1.64
2021,1,31,15,1.63
2021,1,31,16,1.48
2021,1,31,17,1.34
2021,1,31,18,1.27
2021,1,31,19,1.23
2021,1,31,20,1.18
2021,1,31,21,1.05
2021,1,31,22,0.93
2021,1,31,23,0.78
2021,2,1,0,0.64
2021,2,1,1,0.49
2021,2,1,2,0.25
2021,2,1,3,0.23
2021,2,1,4,0.43
2021,2,1,5,0.66
2021,2,1,6,0.66
2021,2,1,7,0.76
2021,2,1,8,0.98
2021,2,1,9,0.98
2021,2,1,10,0.96
2021,2,1,11,1.23
2021,2,1,12,1.17
2021,2,1,13,1.07
2021,2,1,14,1.03
2021,2,1,15,1.37
2021,2,1,16,1.8
2021,2,1,17,2.47
2021,2,1,18,3.06
2021,2,1,19,3.37
2021,2,1,20,3.55
2021,2,1,21,3.7
2021,2,1,22,3.82
2021,2,1,23,3.8
2021,2,2,0,3.59
2021,2,2,1,3.32
2021,2,2,2,3.05
2021,2,2,3,2.55
2021,2,2,4,1.4
2021,2,2,5,0.91
2021,2,2,6,0.87
2021,2,2,7,1.01
2021,2,2,8,1.79
2021,2,2,9,2.59
2021,2,2,10,3.37
2021,2,2,11,4.2
2021,2,2,12,5.51
2021,2,2,13,6.56
2021,2,2,14,6.85
2021,2,2,15,6.55
2021,2,2,16,5.91
2021,2,2,17,5.59
2021,2,2,18,5.65
2021,2,2,19,5.73
2021,2,2,20,5.65
2021,2,2,21,5.56
2021,2,2,22,5.39
2021,2,2,23,5.08
2021,2,3,0,4.63
2021,2,3,1,4.26
2021,2,3,2,4.06
2021,2,3,3,4.02
2021,2,3,4,4.12
2021,2,3,5,4.07
2021,2,3,6,3.98
2021,2,3,7,4.07
2021,2,3,8,4.37
2021,2,3,9,4.87
2021,2,3,10,5.27
2021,2,3,11,5.67
2021,2,3,12,6.06
2021,2,3,13,6.42
2021,2,3,14,6.55
2021,2,3,15,6.28
2021,2,3,16,5.7
2021,2,3,17,5.1
2021,2,3,18,4.67
2021,2,3,19,4.54
2021,2,3,20,4.64
2021,2,3,21,4.62
2021,2,3,22,4.58
2021,2,3,23,4.53
2021,2,4,0,4.51
2021,2,4,1,4.63
2021,2,4,2,4.62
2021,2,4,3,4.65
2021,2,4,4,4.71
2021,2,4,5,4.73
2021,2,4,6,4.55
2021,2,4,7,4.52
2021,2,4,8,4.78
2021,2,4,9,5.22
2021,2,4,10,5.91
2021,2,4,11,6.4
2021,2,4,12,6.79
2021,2,4,13,6.96
2021,2,4,14,6.92
2021,2,4,15,6.68
2021,2,4,16,5.58
2021,2,4,17,4.83
2021,2,4,18,4.7
2021,2,4,19,4.63
2021,2,4,20,4.5
2021,2,4,21,4.32
2021,2,4,22,4.12
2021,2,4,23,3.94
2021,2,5,0,3.8
2021,2,5,1,3.6
2021,2,5,2,3.36
2021,2,5,3,3.09
2021,2,5,4,2.89
2021,2,5,5,2.92
2021,2,5,6,2.94
2021,2,5,7,2.96
2021,2,5,8,3.35
2021,2,5,9,4.25
2021,2,5,10,4.84
2021,2,5,11,5.12
2021,2,5,12,5.35
2021,2,5,13,5.5
2021,2,5,14,5.46
2021,2,5,15,5.29
2021,2,5,16,4.69
2021,2,5,17,4.56
2021,2,5,18,4.79
2021,2,5,19,4.73
2021,2,5,20,4.52
2021,2,5,21,4.17
2021,2,5,22,3.76
2021,2,5,23,3.37
2021,2,6,0,3.01
2021,2,6,1,2.76
2021,2,6,2,2.65
2021,2,6,3,2.65
2021,2,6,4,2.73
2021,2,6,5,2.87
2021,2,6,6,3.0
2021,2,6,7,2.94
2021,2,6,8,3.1
2021,2,6,9,3.83
2021,2,6,10,4.62
2021,2,6,11,5.4
2021,2,6,12,6.01
2021,2,6,13,6.21
2021,2,6,14,6.02
2021,2,6,15,5.46
2021,2,6,16,4.32
2021,2,6,17,3.34
2021,2,6,18,3.01
2021,2,6,19,2.62
2021,2,6,20,1.9
2021,2,6,21,1.42
2021,2,6,22,1.24
2021,2,6,23,1.07
2021,2,7,0,0.97
2021,2,7,1,1.14
2021,2,7,2,1.43
2021,2,7,3,1.73
2021,2,7,4,1.73
2021,2,7,5,1.58
2021,2,7,6,1.39
2021,2,7,7,1.13
2021,2,7,8,0.95
2021,2,7,9,1.12
2021,2,7,10,1.65
2021,2,7,11,2.12
2021,2,7,12,2.3
2021,2,7,13,2.16
2021,2,7,14,1.83
2021,2,7,15,1.35
2021,2,7,16,0.58
2021,2,7,17,-0.24
2021,2,7,18,-0.76
2021,2,7,19,-1.01
2021,2,7,20,-1.17
2021,2,7,21,-1.34
2021,2,7,22,-1.44
2021,2,7,23,-1.27
2021,2,8,0,-1.31
2021,2,8,1,-1.25
2021,2,8,2,-1.12
2021,2,8,3,-1.17
2021,2,8,4,-1.5
2021,2,8,5,-1.67
2021,2,8,6,-1.54
2021,2,8,7,-1.7
2021,2,8,8,-1.46
2021,2,8,9,-0.6
2021,2,8,10,0.2
2021,2,8,11,0.55
2021,2,8,12,0.78
2021,2,8,13,0.86
2021,2,8,14,0.56
2021,2,8,15,-0.05
2021,2,8,16,-0.8
2021,2,8,17,-1.35
2021,2,8,18,-1.37
2021,2,8,19,-1.25
2021,2,8,20,-1.26
2021,2,8,21,-1.41
2021,2,8,22,-1.49
2021,2,8,23,-1.52
2021,2,9,0,-1.6
2021,2,9,1,-1.7
2021,2,9,2,-1.72
2021,2,9,3,-1.67
2021,2,9,4,-1.56
2021,2,9,5,-1.43
2021,2,9,6,-1.39
2021,2,9,7,-1.38
2021,2,9,8,-1.09
2021,2,9,9,-0.34
2021,2,9,10,0.35
2021,2,9,11,0.62
2021,2,9,12,0.62
2021,2,9,13,0.41
2021,2,9,14,0.19
2021,2,9,15,-0.02
2021,2,9,16,-0.43
2021,2,9,17,-0.85
2021,2,9,18,-1.0
2021,2,9,19,-1.06
2021,2,9,20,-1.17
2021,2,9,21,-1.38
2021,2,9,22,-1.58
2021,2,9,23,-1.79
2021,2,10,0,-1.92
2021,2,10,1,-1.99
2021,2,10,2,-2.0
2021,2,10,3,-1.98
2021,2,10,4,-1.95
2021,2,10,5,-1.88
2021,2,10,6,-1.63
2021,2,10,7,-1.61
2021,2,10,8,-1.25
2021,2,10,9,-0.42
2021,2,10,10,0.38
2021,2,10,11,0.81
2021,2,10,12,0.95
2021,2,10,13,0.85
2021,2,10,14,0.56
2021,2,10,15,0.08
2021,2,10,16,-0.75
2021,2,10,17,-1.52
2021,2,10,18,-1.73
2021,2,10,19,-1.78
2021,2,10,20,-1.46
2021,2,10,21,-1.27
2021,2,10,22,-1.2
2021,2,10,23,-1.1
2021,2,11,0,-1.07
2021,2,11,1,-1.13
2021,2,11,2,-1.42
2021,2,11,3,-1.63
2021,2,11,4,-1.67
2021,2,11,5,-1.64
2021,2,11,6,-1.6
2021,2,11,7,-1.42
2021,2,11,8,-1.06
2021,2,11,9,-0.41
2021,2,11,10,0.14
2021,2,11,11,0.49
2021,2,11,12,0.6
2021,2,11,13,0.59
2021,2,11,14,0.5
2021,2,11,15,0.23
2021,2,11,16,-0.08
2021,2,11,17,-0.21
2021,2,11,18,-0.14
2021,2,11,19,-0.07
2021,2,11,20,-0.09
2021,2,11,21,-0.15
2021,2,11,22,-0.22
2021,2,11,23,-0.26
2021,2,12,0,-0.24
2021,2,12,1,-0.21
2021,2,12,2,-0.17
2021,2,12,3,-0.1
2021,2,12,4,-0.02
2021,2,12,5,0.06
2021,2,12,6,0.11
2021,2,12,7,0.08
2021,2,12,8,0.16
2021,2,12,9,0.85
2021,2,12,10,1.59
2021,2,12,11,2.08
2021,2,12,12,2.3
2021,2,12,13,2.37
2021,2,12,14,2.19
2021,2,12,15,1.76
2021,2,12,16,1.03
