-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 12/31/2022 
Location: Latitude  52.5   Longitude -1.5 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 101.77 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M     MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,T2M
2021,1,1,0,-1.31
2021,1,1,1,-1.69
2021,1,1,2,-1.79
2021,1,1,3,-1.73
2021,1,1,4,-1.35
2021,1,1,5,-0.85
2021,1,1,6,-0.24
2021,1,1,7,0.41
2021,1,1,8,1.15
2021,1,1,9,1.91
2021,1,1,10,2.46
2021,1,1,11,2.91
2021,1,1,12,3.27
2021,1,1,13,3.58
2021,1,1,14,3.69
2021,1,1,15,3.58
2021,1,1,16,3.38
2021,1,1,17,3.15
2021,1,1,18,2.77
2021,1,1,19,2.23
2021,1,1,20,1.68
2021,1,1,21,1.19
2021,1,1,22,0.82
2021,1,1,23,0.27
2021,1,2,0,-0.12
2021,1,2,1,-0.39
2021,1,2,2,-0.68
2021,1,2,3,-0.98
2021,1,2,4,-1.13
2021,1,2,5,-1.45
2021,1,2,6,-1.78
2021,1,2,7,-1.98
2021,1,2,8,-1.99
2021,1,2,9,-1.23
2021,1,2,10,-0.23
2021,1,2,11,0.8
2021,1,2,12,1.64
2021,1,2,13,1.92
2021,1,2,14,1.62
2021,1,2,15,0.39
2021,1,2,16,-0.16
2021,1,2,17,-0.17
2021,1,2,18,-0.17
2021,1,2,19,0.01
2021,1,2,20,0.28
2021,1,2,21,0.43
2021,1,2,22,0.68
2021,1,2,23,0.85
2021,1,3,0,0.96
2021,1,3,1,0.94
2021,1,3,2,0.95
2021,1,3,3,1.03
2021,1,3,4,1.23
2021,1,3,5,1.37
2021,1,3,6,1.58
2021,1,3,7,1.68
2021,1,3,8,1.73
2021,1,3,9,2.17
2021,1,3,10,2.79
2021,1,3,11,3.39
2021,1,3,12,3.72
2021,1,3,13,3.76
2021,1,3,14,3.6
2021,1,3,15,3.19
2021,1,3,16,2.71
2021,1,3,17,2.33
2021,1,3,18,2.06
2021,1,3,19,1.82
2021,1,3,20,1.73
2021,1,3,21,1.65
2021,1,3,22,1.6
2021,1,3,23,1.33
2021,1,4,0,1.04
2021,1,4,1,0.82
2021,1,4,2,0.73
2021,1,4,3,0.55
2021,1,4,4,0.31
2021,1,4,5,0.33
2021,1,4,6,0.81
2021,1,4,7,1.3
2021,1,4,8,1.55
2021,1,4,9,1.94
2021,1,4,10,2.71
2021,1,4,11,3.54
2021,1,4,12,3.91
2021,1,4,13,3.76
2021,1,4,14,3.28
2021,1,4,15,2.56
2021,1,4,16,1.85
2021,1,4,17,1.41
2021,1,4,18,1.03
2021,1,4,19,0.5
2021,1,4,20,0.21
2021,1,4,21,0.19
2021,1,4,22,0.1
2021,1,4,23,-0.17
2021,1,5,0,-0.38
2021,1,5,1,-0.37
2021,1,5,2,-0.13
2021,1,5,3,-0.04
2021,1,5,4,-0.42
2021,1,5,5,-0.92
2021,1,5,6,-0.9
2021,1,5,7,-0.77
2021,1,5,8,-0.6
2021,1,5,9,0.01
2021,1,5,10,1.05
2021,1,5,11,2.09
2021,1,5,12,2.98
2021,1,5,13,3.4
2021,1,5,14,3.05
2021,1,5,15,1.94
2021,1,5,16,1.02
2021,1,5,17,0.57
2021,1,5,18,0.26
2021,1,5,19,0.14
2021,1,5,20,0.3
2021,1,5,21,0.31
2021,1,5,22,0.14
2021,1,5,23,-0.02
2021,1,6,0,-0.2
2021,1,6,1,-0.35
2021,1,6,2,-0.6
2021,1,6,3,-0.63
2021,1,6,4,-0.68
2021,1,6,5,-0.58
2021,1,6,6,-0.67
2021,1,6,7,-0.79
2021,1,6,8,-0.82
2021,1,6,9,0.46
2021,1,6,10,1.73
2021,1,6,11,2.67
2021,1,6,12,3.39
2021,1,6,13,3.57
2021,1,6,14,2.87
2021,1,6,15,0.64
2021,1,6,16,-0.65
2021,1,6,17,-0.67
2021,1,6,18,-0.76
2021,1,6,19,-0.87
2021,1,6,20,-0.82
2021,1,6,21,-1.1
2021,1,6,22,-1.31
2021,1,6,23,-1.45
2021,1,7,0,-1.65
2021,1,7,1,-1.85
2021,1,7,2,-2.02
2021,1,7,3,-2.19
2021,1,7,4,-2.32
2021,1,7,5,-2.44
2021,1,7,6,-2.47
2021,1,7,7,-2.54
2021,1,7,8,-2.43
2021,1,7,9,-1.89
2021,1,7,10,-1.17
2021,1,7,11,-0.6
2021,1,7,12,-0.23
2021,1,7,13,-0.12
2021,1,7,14,-0.24
2021,1,7,15,-0.84
2021,1,7,16,-1.31
2021,1,7,17,-1.32
2021,1,7,18,-1.36
2021,1,7,19,-1.21
2021,1,7,20,-1.02
2021,1,7,21,-0.92
2021,1,7,22,-0.74
2021,1,7,23,-0.74
2021,1,8,0,-0.77
2021,1,8,1,-0.86
2021,1,8,2,-0.95
2021,1,8,3,-0.81
2021,1,8,4,-0.74
2021,1,8,5,-0.7
2021,1,8,6,-0.69
2021,1,8,7,-0.59
2021,1,8,8,-0.36
2021,1,8,9,0.35
2021,1,8,10,0.96
2021,1,8,11,1.5
2021,1,8,12,1.85
2021,1,8,13,1.93
2021,1,8,14,1.62
2021,1,8,15,0.27
2021,1,8,16,-0.63
2021,1,8,17,-0.95
2021,1,8,18,-1.32
2021,1,8,19,-1.35
2021,1,8,20,-1.32
2021,1,8,21,-1.32
2021,1,8,22,-1.22
2021,1,8,23,-0.99
2021,1,9,0,-0.85
2021,1,9,1,-0.9
2021,1,9,2,-1.07
2021,1,9,3,-1.29
2021,1,9,4,-1.48
2021,1,9,5,-1.63
2021,1,9,6,-1.69
2021,1,9,7,-1.74
2021,1,9,8,-1.7
2021,1,9,9,-0.66
2021,1,9,10,0.23
2021,1,9,11,1.21
2021,1,9,12,2.29
2021,1,9,13,2.51
2021,1,9,14,1.49
2021,1,9,15,-0.92
2021,1,9,16,-2.17
2021,1,9,17,-2.13
2021,1,9,18,-1.91
2021,1,9,19,-1.6
2021,1,9,20,-1.44
2021,1,9,21,-1.49
2021,1,9,22,-1.57
2021,1,9,23,-1.91
2021,1,10,0,-2.24
2021,1,10,1,-2.4
2021,1,10,2,-2.27
2021,1,10,3,-1.97
2021,1,10,4,-1.74
2021,1,10,5,-1.46
2021,1,10,6,-0.93
2021,1,10,7,-0.56
2021,1,10,8,-0.09
2021,1,10,9,0.84
2021,1,10,10,1.55
2021,1,10,11,2.05
2021,1,10,12,2.43
2021,1,10,13,2.61
2021,1,10,14,2.47
2021,1,10,15,1.93
2021,1,10,16,1.53
2021,1,10,17,1.61
2021,1,10,18,1.7
2021,1,10,19,1.66
2021,1,10,20,1.69
2021,1,10,21,1.79
2021,1,10,22,1.94
2021,1,10,23,2.12
2021,1,11,0,2.37
2021,1,11,1,2.69
2021,1,11,2,2.93
2021,1,11,3,2.94
2021,1,11,4,2.94
2021,1,11,5,2.93
2021,1,11,6,3.13
2021,1,11,7,3.3
2021,1,11,8,3.51
2021,1,11,9,3.89
2021,1,11,10,4.4
2021,1,11,11,4.95
2021,1,11,12,5.49
2021,1,11,13,5.89
2021,1,11,14,6.11
2021,1,11,15,6.31
2021,1,11,16,6.43
2021,1,11,17,6.62
2021,1,11,18,6.83
2021,1,11,19,7.08
2021,1,11,20,7.43
2021,1,11,21,7.75
2021,1,11,22,7.91
2021,1,11,23,8.08
2021,1,12,0,8.28
2021,1,12,1,8.29
2021,1,12,2,8.08
2021,1,12,3,7.72
2021,1,12,4,7.23
2021,1,12,5,6.41
2021,1,12,6,5.45
2021,1,12,7,4.51
2021,1,12,8,3.27
2021,1,12,9,3.12
2021,1,12,10,3.55
2021,1,12,11,4.34
2021,1,12,12,4.75
2021,1,12,13,4.68
2021,1,12,14,3.94
2021,1,12,15,1.27
2021,1,12,16,-0.74
2021,1,12,17,-1.28
2021,1,12,18,-1.72
2021,1,12,19,-1.94
2021,1,12,20,-1.85
2021,1,12,21,-1.26
2021,1,12,22,-1.03
2021,1,12,23,-1.19
2021,1,13,0,-1.64
2021,1,13,1,-1.71
2021,1,13,2,-1.53
2021,1,13,3,-1.38
2021,1,13,4,-1.08
2021,1,13,5,-0.41
2021,1,13,6,0.1
2021,1,13,7,0.45
2021,1,13,8,0.84
2021,1,13,9,1.6
2021,1,13,10,2.4
2021,1,13,11,3.29
2021,1,13,12,3.94
2021,1,13,13,4.37
2021,1,13,14,4.55
2021,1,13,15,4.48
2021,1,13,16,4.55
2021,1,13,17,4.74
2021,1,13,18,4.91
2021,1,13,19,4.95
2021,1,13,20,4.99
2021,1,13,21,4.95
2021,1,13,22,4.66
2021,1,13,23,4.47
2021,1,14,0,4.45
2021,1,14,1,4.49
2021,1,14,2,4.55
2021,1,14,3,4.41
2021,1,14,4,4.16
2021,1,14,5,3.98
2021,1,14,6,3.6
2021,1,14,7,3.15
2021,1,14,8,2.82
2021,1,14,9,2.71
2021,1,14,10,2.35
2021,1,14,11,1.91
2021,1,14,12,1.62
2021,1,14,13,1.28
2021,1,14,14,0.96
2021,1,14,15,0.69
2021,1,14,16,0.49
2021,1,14,17,0.35
2021,1,14,18,0.02
2021,1,14,19,-0.27
2021,1,14,20,-0.51
2021,1,14,21,-0.73
2021,1,14,22,-1.17
2021,1,14,23,-1.5
2021,1,15,0,-1.74
2021,1,15,1,-1.88
2021,1,15,2,-2.02
2021,1,15,3,-2.19
2021,1,15,4,-2.31
2021,1,15,5,-2.31
2021,1,15,6,-2.38
2021,1,15,7,-2.38
2021,1,15,8,-2.17
2021,1,15,9,-1.22
2021,1,15,10,-0.27
2021,1,15,11,1.01
2021,1,15,12,1.77
2021,1,15,13,1.9
2021,1,15,14,1.51
2021,1,15,15,-0.76
2021,1,15,16,-2.9
2021,1,15,17,-3.77
2021,1,15,18,-3.86
2021,1,15,19,-3.09
2021,1,15,20,-2.27
2021,1,15,21,-1.69
2021,1,15,22,-1.21
2021,1,15,23,-0.77
2021,1,16,0,-0.3
2021,1,16,1,0.26
2021,1,16,2,0.67
2021,1,16,3,0.8
2021,1,16,4,0.68
2021,1,16,5,0.76
2021,1,16,6,0.66
2021,1,16,7,0.74
2021,1,16,8,1.08
2021,1,16,9,2.04
2021,1,16,10,3.03
2021,1,16,11,4.27
2021,1,16,12,5.18
2021,1,16,13,5.4
2021,1,16,14,5.2
2021,1,16,15,4.8
2021,1,16,16,4.4
2021,1,16,17,4.06
2021,1,16,18,3.55
2021,1,16,19,3.41
2021,1,16,20,3.4
2021,1,16,21,3.41
2021,1,16,22,3.32
2021,1,16,23,2.95
2021,1,17,0,2.58
2021,1,17,1,2.51
2021,1,17,2,2.87
2021,1,17,3,2.86
2021,1,17,4,2.63
2021,1,17,5,2.31
2021,1,17,6,2.03
2021,1,17,7,2.03
2021,1,17,8,2.33
2021,1,17,9,3.04
2021,1,17,10,3.92
2021,1,17,11,4.82
2021,1,17,12,5.4
2021,1,17,13,5.43
2021,1,17,14,5.02
2021,1,17,15,4.44
2021,1,17,16,4.01
2021,1,17,17,3.64
2021,1,17,18,3.24
2021,1,17,19,3.06
2021,1,17,20,2.88
2021,1,17,21,2.48
2021,1,17,22,2.01
2021,1,17,23,1.78
2021,1,18,0,1.77
2021,1,18,1,1.74
2021,1,18,2,1.73
2021,1,18,3,1.68
2021,1,18,4,1.59
2021,1,18,5,1.54
2021,1,18,6,1.46
2021,1,18,7,1.41
2021,1,18,8,1.53
2021,1,18,9,2.12
2021,1,18,10,3.09
2021,1,18,11,3.87
2021,1,18,12,4.49
2021,1,18,13,4.59
2021,1,18,14,4.23
2021,1,18,15,3.72
2021,1,18,16,3.34
2021,1,18,17,3.44
2021,1,18,18,4.27
2021,1,18,19,5.74
2021,1,18,20,6.82
2021,1,18,21,7.33
2021,1,18,22,7.47
2021,1,18,23,7.76
2021,1,19,0,8.06
2021,1,19,1,8.29
2021,1,19,2,8.39
2021,1,19,3,8.35
2021,1,19,4,8.2
2021,1,19,5,8.38
2021,1,19,6,8.9
2021,1,19,7,9.12
2021,1,19,8,9.09
2021,1,19,9,9.19
2021,1,19,10,9.39
2021,1,19,11,9.46
2021,1,19,12,9.5
2021,1,19,13,9.39
2021,1,19,14,9.09
2021,1,19,15,8.69
2021,1,19,16,8.57
2021,1,19,17,8.59
2021,1,19,18,8.7
2021,1,19,19,8.96
2021,1,19,20,9.33
2021,1,19,21,9.67
2021,1,19,22,10.07
2021,1,19,23,10.45
2021,1,20,0,10.65
2021,1,20,1,10.69
2021,1,20,2,10.65
2021,1,20,3,10.62
2021,1,20,4,10.61
2021,1,20,5,10.53
2021,1,20,6,10.42
2021,1,20,7,10.37
2021,1,20,8,10.39
2021,1,20,9,10.35
2021,1,20,10,9.94
2021,1,20,11,9.37
2021,1,20,12,9.17
2021,1,20,13,9.21
2021,1,20,14,9.55
2021,1,20,15,9.74
2021,1,20,16,9.48
2021,1,20,17,9.23
2021,1,20,18,8.93
2021,1,20,19,8.61
2021,1,20,20,8.5
2021,1,20,21,8.52
2021,1,20,22,7.67
2021,1,20,23,4.65
2021,1,21,0,2.27
2021,1,21,1,1.98
2021,1,21,2,1.99
2021,1,21,3,2.14
2021,1,21,4,2.25
2021,1,21,5,2.36
2021,1,21,6,2.59
2021,1,21,7,2.83
2021,1,21,8,3.12
2021,1,21,9,3.85
2021,1,21,10,4.79
2021,1,21,11,5.56
2021,1,21,12,6.05
2021,1,21,13,6.09
2021,1,21,14,5.6
2021,1,21,15,4.73
2021,1,21,16,3.91
2021,1,21,17,3.4
2021,1,21,18,2.88
2021,1,21,19,2.26
2021,1,21,20,1.29
2021,1,21,21,1.27
2021,1,21,22,1.26
2021,1,21,23,1.24
2021,1,22,0,0.97
2021,1,22,1,0.89
2021,1,22,2,0.76
2021,1,22,3,0.45
2021,1,22,4,0.29
2021,1,22,5,-0.13
2021,1,22,6,-0.15
2021,1,22,7,-0.28
2021,1,22,8,0.1
2021,1,22,9,1.48
2021,1,22,10,2.8
2021,1,22,11,4.45
2021,1,22,12,5.4
2021,1,22,13,5.54
2021,1,22,14,5.08
2021,1,22,15,3.46
2021,1,22,16,1.74
2021,1,22,17,1.46
2021,1,22,18,1.32
2021,1,22,19,1.12
2021,1,22,20,0.73
2021,1,22,21,0.15
2021,1,22,22,-0.44
2021,1,22,23,-0.73
2021,1,23,0,-0.5
2021,1,23,1,-0.52
2021,1,23,2,-0.67
2021,1,23,3,-0.84
2021,1,23,4,-1.03
2021,1,23,5,-1.15
2021,1,23,6,-1.11
2021,1,23,7,-1.1
2021,1,23,8,-0.57
2021,1,23,9,0.65
2021,1,23,10,1.66
2021,1,23,11,2.55
2021,1,23,12,2.93
2021,1,23,13,2.9
2021,1,23,14,2.45
2021,1,23,15,1.49
2021,1,23,16,0.01
2021,1,23,17,-0.66
2021,1,23,18,-1.14
2021,1,23,19,-1.61
2021,1,23,20,-2.16
2021,1,23,21,-2.6
2021,1,23,22,-2.92
2021,1,23,23,-3.04
2021,1,24,0,-2.88
2021,1,24,1,-2.61
2021,1,24,2,-2.32
2021,1,24,3,-2.2
2021,1,24,4,-2.27
2021,1,24,5,-2.42
2021,1,24,6,-2.2
2021,1,24,7,-1.69
2021,1,24,8,-1.06
2021,1,24,9,-0.45
2021,1,24,10,0.08
2021,1,24,11,0.34
2021,1,24,12,0.51
2021,1,24,13,0.52
2021,1,24,14,0.4
2021,1,24,15,0.14
2021,1,24,16,-0.14
2021,1,24,17,-0.24
2021,1,24,18,-0.27
2021,1,24,19,-0.38
2021,1,24,20,-1.02
2021,1,24,21,-1.84
2021,1,24,22,-2.35
2021,1,24,23,-2.8
2021,1,25,0,-3.48
2021,1,25,1,-3.81
2021,1,25,2,-3.92
2021,1,25,3,-3.79
2021,1,25,4,-3.45
2021,1,25,5,-2.91
2021,1,25,6,-2.56
2021,1,25,7,-2.66
2021,1,25,8,-1.76
2021,1,25,9,0.01
2021,1,25,10,1.41
2021,1,25,11,2.65
2021,1,25,12,3.51
2021,1,25,13,3.7
2021,1,25,14,3.27
2021,1,25,15,2.13
2021,1,25,16,0.09
2021,1,25,17,-0.59
2021,1,25,18,-0.92
2021,1,25,19,-1.3
2021,1,25,20,-1.84
2021,1,25,21,-2.32
2021,1,25,22,-2.76
2021,1,25,23,-3.15
2021,1,26,0,-3.42
2021,1,26,1,-3.32
2021,1,26,2,-2.95
2021,1,26,3,-2.38
2021,1,26,4,-1.92
2021,1,26,5,-1.35
2021,1,26,6,-0.92
2021,1,26,7,-0.5
2021,1,26,8,0.49
2021,1,26,9,1.32
2021,1,26,10,1.88
2021,1,26,11,2.48
2021,1,26,12,2.95
2021,1,26,13,2.94
2021,1,26,14,2.62
2021,1,26,15,2.3
2021,1,26,16,2.04
2021,1,26,17,2.19
2021,1,26,18,2.55
2021,1,26,19,2.67
2021,1,26,20,2.4
2021,1,26,21,2.3
2021,1,26,22,2.35
2021,1,26,23,2.43
2021,1,27,0,2.73
2021,1,27,1,3.01
2021,1,27,2,3.52
2021,1,27,3,3.6
2021,1,27,4,3.4
2021,1,27,5,3.41
2021,1,27,6,3.29
2021,1,27,7,3.27
2021,1,27,8,3.76
2021,1,27,9,4.69
2021,1,27,10,5.73
2021,1,27,11,6.48
2021,1,27,12,6.85
2021,1,27,13,7.06
2021,1,27,14,6.89
2021,1,27,15,6.03
2021,1,27,16,5.19
2021,1,27,17,5.12
2021,1,27,18,5.12
2021,1,27,19,5.13
2021,1,27,20,4.92
2021,1,27,21,4.75
2021,1,27,22,4.9
2021,1,27,23,4.98
2021,1,28,0,4.97
2021,1,28,1,4.87
2021,1,28,2,4.69
2021,1,28,3,4.62
2021,1,28,4,4.87
2021,1,28,5,5.56
2021,1,28,6,6.38
2021,1,28,7,7.19
2021,1,28,8,7.85
2021,1,28,9,8.42
2021,1,28,10,9.03
2021,1,28,11,9.73
2021,1,28,12,10.69
2021,1,28,13,11.32
2021,1,28,14,10.55
2021,1,28,15,9.44
2021,1,28,16,8.73
2021,1,28,17,8.53
2021,1,28,18,8.26
2021,1,28,19,8.4
2021,1,28,20,8.54
2021,1,28,21,9.04
2021,1,28,22,8.98
2021,1,28,23,8.53
2021,1,29,0,8.23
2021,1,29,1,7.58
2021,1,29,2,6.52
2021,1,29,3,5.75
2021,1,29,4,5.21
2021,1,29,5,5.03
2021,1,29,6,5.08
2021,1,29,7,5.19
2021,1,29,8,5.58
2021,1,29,9,6.44
2021,1,29,10,7.38
2021,1,29,11,8.42
2021,1,29,12,9.12
2021,1,29,13,9.17
2021,1,29,14,8.85
2021,1,29,15,8.21
2021,1,29,16,7.53
2021,1,29,17,7.37
2021,1,29,18,7.15
2021,1,29,19,6.82
2021,1,29,20,6.25
2021,1,29,21,5.71
2021,1,29,22,5.55
2021,1,29,23,5.29
2021,1,30,0,4.94
2021,1,30,1,4.58
2021,1,30,2,4.08
2021,1,30,3,3.51
2021,1,30,4,2.81
2021,1,30,5,2.01
2021,1,30,6,1.12
2021,1,30,7,0.87
2021,1,30,8,0.85
2021,1,30,9,0.99
2021,1,30,10,1.37
2021,1,30,11,1.77
2021,1,30,12,1.84
2021,1,30,13,1.79
2021,1,30,14,1.69
2021,1,30,15,1.55
2021,1,30,16,1.4
2021,1,30,17,1.3
2021,1,30,18,1.11
2021,1,30,19,0.8
2021,1,30,20,0.4
2021,1,30,21,-0.13
2021,1,30,22,-1.01
2021,1,30,23,-1.48
2021,1,31,0,-1.69
2021,1,31,1,-1.71
2021,1,31,2,-1.6
2021,1,31,3,-1.6
2021,1,31,4,-2.12
2021,1,31,5,-2.93
2021,1,31,6,-2.92
2021,1,31,7,-2.74
2021,1,31,8,-1.73
2021,1,31,9,-0.49
2021,1,31,10,0.39
2021,1,31,11,0.94
2021,1,31,12,1.32
2021,1,31,13,1.55
2021,1,31,14,1.34
2021,1,31,15,0.76
2021,1,31,16,-0.15
2021,1,31,17,-0.63
2021,1,31,18,-0.85
2021,1,31,19,-0.93
2021,1,31,20,-0.8
2021,1,31,21,-1.01
2021,1,31,22,-1.08
2021,1,31,23,-1.14
2021,2,1,0,-1.02
2021,2,1,1,-0.9
2021,2,1,2,-0.86
2021,2,1,3,-0.77
2021,2,1,4,-0.82
2021,2,1,5,-0.92
2021,2,1,6,-1.12
2021,2,1,7,-1.49
2021,2,1,8,-0.07
2021,2,1,9,1.9
2021,2,1,10,3.13
2021,2,1,11,3.85
2021,2,1,12,4.3
2021,2,1,13,4.52
2021,2,1,14,4.36
2021,2,1,15,3.22
2021,2,1,16,1.19
2021,2,1,17,0.2
2021,2,1,18,-0.85
2021,2,1,19,-1.25
2021,2,1,20,-0.86
2021,2,1,21,0.2
2021,2,1,22,0.44
2021,2,1,23,0.61
2021,2,2,0,0.55
2021,2,2,1,0.43
2021,2,2,2,0.42
2021,2,2,3,0.5
2021,2,2,4,1.02
2021,2,2,5,1.84
2021,2,2,6,2.4
2021,2,2,7,3.02
2021,2,2,8,4.08
2021,2,2,9,5.15
2021,2,2,10,5.99
2021,2,2,11,7.26
2021,2,2,12,8.73
2021,2,2,13,9.09
2021,2,2,14,8.69
2021,2,2,15,7.91
2021,2,2,16,6.77
2021,2,2,17,6.77
2021,2,2,18,7.19
2021,2,2,19,7.48
2021,2,2,20,7.66
2021,2,2,21,7.65
2021,2,2,22,7.67
2021,2,2,23,7.52
2021,2,3,0,7.27
2021,2,3,1,6.98
2021,2,3,2,6.65
2021,2,3,3,6.26
2021,2,3,4,5.55
2021,2,3,5,4.69
2021,2,3,6,4.37
2021,2,3,7,4.3
2021,2,3,8,4.59
2021,2,3,9,5.13
2021,2,3,10,5.83
2021,2,3,11,6.75
2021,2,3,12,7.52
2021,2,3,13,7.8
2021,2,3,14,7.61
2021,2,3,15,6.98
2021,2,3,16,5.98
2021,2,3,17,5.43
2021,2,3,18,4.57
2021,2,3,19,3.5
2021,2,3,20,2.71
2021,2,3,21,2.31
2021,2,3,22,2.36
2021,2,3,23,2.45
2021,2,4,0,2.62
2021,2,4,1,3.12
2021,2,4,2,3.58
2021,2,4,3,3.98
2021,2,4,4,4.01
2021,2,4,5,3.62
2021,2,4,6,3.36
2021,2,4,7,3.23
2021,2,4,8,3.16
2021,2,4,9,3.45
2021,2,4,10,4.09
2021,2,4,11,5.05
2021,2,4,12,6.18
2021,2,4,13,6.82
2021,2,4,14,7.19
2021,2,4,15,7.05
2021,2,4,16,6.42
2021,2,4,17,6.36
2021,2,4,18,6.61
2021,2,4,19,6.62
2021,2,4,20,6.4
2021,2,4,21,6.26
2021,2,4,22,6.16
2021,2,4,23,6.07
2021,2,5,0,6.04
2021,2,5,1,5.99
2021,2,5,2,5.98
2021,2,5,3,5.76
2021,2,5,4,5.5
2021,2,5,5,5.36
2021,2,5,6,5.08
2021,2,5,7,4.77
2021,2,5,8,4.64
2021,2,5,9,4.52
2021,2,5,10,4.75
2021,2,5,11,5.64
2021,2,5,12,6.94
2021,2,5,13,7.87
2021,2,5,14,8.07
2021,2,5,15,7.36
2021,2,5,16,5.88
2021,2,5,17,5.62
2021,2,5,18,5.26
2021,2,5,19,4.87
2021,2,5,20,4.72
2021,2,5,21,4.71
2021,2,5,22,4.67
2021,2,5,23,4.46
2021,2,6,0,4.07
2021,2,6,1,3.85
2021,2,6,2,3.66
2021,2,6,3,3.51
2021,2,6,4,3.22
2021,2,6,5,2.92
2021,2,6,6,2.61
2021,2,6,7,2.18
2021,2,6,8,3.04
2021,2,6,9,4.62
2021,2,6,10,5.66
2021,2,6,11,6.52
2021,2,6,12,6.93
2021,2,6,13,7.05
2021,2,6,14,6.81
2021,2,6,15,5.85
2021,2,6,16,4.05
2021,2,6,17,3.51
2021,2,6,18,2.95
2021,2,6,19,2.43
2021,2,6,20,2.24
2021,2,6,21,2.14
2021,2,6,22,1.77
2021,2,6,23,1.38
2021,2,7,0,1.27
2021,2,7,1,1.12
2021,2,7,2,0.65
2021,2,7,3,0.25
2021,2,7,4,0.12
2021,2,7,5,0.07
2021,2,7,6,-0.08
2021,2,7,7,-0.23
2021,2,7,8,0.33
2021,2,7,9,1.11
2021,2,7,10,1.58
2021,2,7,11,1.87
2021,2,7,12,1.82
2021,2,7,13,1.54
2021,2,7,14,1.21
2021,2,7,15,0.8
2021,2,7,16,0.18
2021,2,7,17,-0.26
2021,2,7,18,-0.45
2021,2,7,19,-0.64
2021,2,7,20,-0.81
2021,2,7,21,-0.97
2021,2,7,22,-1.12
2021,2,7,23,-1.24
2021,2,8,0,-1.35
2021,2,8,1,-1.52
2021,2,8,2,-1.63
2021,2,8,3,-1.65
2021,2,8,4,-1.65
2021,2,8,5,-1.65
2021,2,8,6,-1.61
2021,2,8,7,-1.53
2021,2,8,8,-1.1
2021,2,8,9,-0.56
2021,2,8,10,-0.16
2021,2,8,11,0.1
2021,2,8,12,0.22
2021,2,8,13,0.18
2021,2,8,14,-0.02
2021,2,8,15,-0.48
2021,2,8,16,-1.24
2021,2,8,17,-1.66
2021,2,8,18,-1.78
2021,2,8,19,-1.8
2021,2,8,20,-1.86
2021,2,8,21,-1.81
2021,2,8,22,-1.8
2021,2,8,23,-1.88
2021,2,9,0,-1.98
2021,2,9,1,-1.99
2021,2,9,2,-2.0
2021,2,9,3,-2.02
2021,2,9,4,-2.08
2021,2,9,5,-2.13
2021,2,9,6,-2.18
2021,2,9,7,-2.27
2021,2,9,8,-1.59
2021,2,9,9,-0.56
2021,2,9,10,0.3
2021,2,9,11,0.56
2021,2,9,12,0.58
2021,2,9,13,0.55
2021,2,9,14,0.33
2021,2,9,15,-0.18
2021,2,9,16,-1.06
2021,2,9,17,-1.68
2021,2,9,18,-1.88
2021,2,9,19,-2.02
2021,2,9,20,-2.16
2021,2,9,21,-2.14
2021,2,9,22,-2.13
2021,2,9,23,-2.38
2021,2,10,0,-2.52
2021,2,10,1,-2.56
2021,2,10,2,-2.67
2021,2,10,3,-2.81
2021,2,10,4,-2.49
2021,2,10,5,-2.27
2021,2,10,6,-2.07
2021,2,10,7,-2.05
2021,2,10,8,-1.17
2021,2,10,9,-0.03
2021,2,10,10,0.66
2021,2,10,11,0.94
2021,2,10,12,1.0
2021,2,10,13,0.87
2021,2,10,14,0.53
2021,2,10,15,-0.14
2021,2,10,16,-2.0
2021,2,10,17,-2.93
2021,2,10,18,-2.88
2021,2,10,19,-2.95
2021,2,10,20,-2.94
2021,2,10,21,-2.92
2021,2,10,22,-3.11
2021,2,10,23,-3.34
2021,2,11,0,-3.49
2021,2,11,1,-3.62
2021,2,11,2,-3.77
2021,2,11,3,-3.88
2021,2,11,4,-4.01
2021,2,11,5,-4.07
2021,2,11,6,-4.08
2021,2,11,7,-3.88
2021,2,11,8,-2.37
2021,2,11,9,-0.81
2021,2,11,10,0.06
2021,2,11,11,0.66
2021,2,11,12,0.97
2021,2,11,13,0.96
2021,2,11,14,0.57
2021,2,11,15,-0.24
2021,2,11,16,-1.62
2021,2,11,17,-2.36
2021,2,11,18,-2.5
2021,2,11,19,-2.62
2021,2,11,20,-2.72
2021,2,11,21,-2.87
2021,2,11,22,-3.14
2021,2,11,23,-3.38
2021,2,12,0,-3.67
2021,2,12,1,-3.77
2021,2,12,2,-3.84
2021,2,12,3,-3.78
2021,2,12,4,-3.84
2021,2,12,5,-3.92
2021,2,12,6,-3.99
2021,2,12,7,-3.85
2021,2,12,8,-2.74
2021,2,12,9,-1.24
2021,2,12,10,-0.03
2021,2,12,11,0.48
2021,2,12,12,0.66
2021,2,12,13,0.44
2021,2,12,14,-0.16
2021,2,12,15,-1.06
2021,2,12,16,-2.17
2021,2,12,17,-2.96
2021,2,12,18,-3.29
2021,2,12,19,-3.55
2021,2,12,20,-3.84
2021,2,12,21,-4.12
2021,2,12,22,-4.39
